Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
9334-MV,DINKY PET S.A.S.,VIGENTE,BAÑO SECO EN ESPUMA PARA GATOS ADULTOS,"

Cada 100 mL. contiene:

Alcohol desodorizado
Lauril sarcosinato de sodio
Glicerina
Cremophor RH 40
Lamesoft PO 65
Extracto de algodón
Extracto de avena
EDTA sódico
Euxyl K-100
Fragancia 
Agua purificada c.s.p  100 ml
","



     10 g.
    1,3 g.
       2 g.
    0,8 g.
    1,4 g.
    0,1 g.
    0,1 g.
    0,1 g.
  0,21 g.
       7 g.
100 mL.
",Cosmético para la limpieza del pelaje en gatos.,"Aplicar sobre el pelo de la mascota y evitar que caiga en los ojos y dentro de las orejas. Mantener fuera del alcance de los niños y animales domésticos. Consérvese en un lugar fresco, protegido de la luz y a temperatura menor de 30°C. No tóxico, en caso de ingestión, consulte al Médico Veterinario. Si presenta alguna reacción desfavorable, suspenda su uso. No aplica.r sobre piel lastimada o lesionada. Uso veterinario.",PROQUIVET S.A.S.,Colombia.,No aplica.,"Envase cristal en PET con válvula spray en polipropileno/PEBD/PEAD por 5, 10, 15, 30, 40, 60, 80, 100, 150, 200, 250, 500, 1.000, 2.000 o 4.000 mL.",Felinos,No aplica. ,Homeopáticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9335-MV,DINKY PET S.A.S.,VIGENTE,BAÑO SECO EN ESPUMA PARA PERROS ADULTOS,"
Cada 100 mL. contienen:

Lauril sarcosinato de sodio
Alcohol desodorizado
Glicerina
Cremophor RH-40
Lamesoft PO 65
Extracto de caléndula
Extracto de avena
EDTA sódico
Euxyl K-100
Fragancia 
Agua purificada c.s.p
","



    1,2 g.
     11 g.
       2 g.
    0,8 g.
    1.4 g.
    0,1 g.
    0,1 g.
    0,1 g.
  0,21 g.
       2 g.
100 mL.
",Cosmético para la limpieza del pelaje en perros.,"Uso veterinario. Si presenta alguna reacción desfavorable suspenda su uso. No aplica.r sobre piel lastimada o lesionada. Almacenar en lugar fresco, seco a temperatura menor de 30°C. Manténgase fuera del alcance de los niños y animales domésticos.",PROQUIVET S.A.S.,Colombia.,No aplica.,"

Envase cristal en PET con válvula de polipropileno/PEBD/PEAD por 5, 10, 15, 30, 40, 60, 80, 100, 150, 200, 250, 500, 1.000, 2.000 o 4.000 mL.",Caninos,No aplica. ,Antihelmínticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9355-MV,LLOYD. INC,VIGENTE,THYRO - TABS 0.2 mg,"Cada tableta contiene:

Levotiroxina sódica","

0.2 mg
","En perros, para la corrección de las condiciones asociadas con el hipotiroidismo.","Uso veterinario. Mantener fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Almacenar a una temperatura entre 15°C y 25 °C. El uso en perras gestantes no ha sido evaluado. Contraindicado en tirotoxicosis, infarto agudo de miocardio e insuficiencia adrenal no corregida.",LLOYD. INC.,Estados Unidos.,GABRICA S.A.S.,Frascos en polietileno de alta densidad por 120 tabletas.,Caninos.,No aplica.,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
9359-MV,COASPHARMA S.A.S.,VIGENTE,PRECTIMEC SILVER 3.5,"Cada mL. de solución inyectable continen:

Ivermectina","

35 mg","En bovinos, para el tratamiento y control de infestaciones por parásitos gastrointestinales, pulmonares y externos tales como: GASTROINTESTINALES (formas adultas y/o l4): Ostertagia ostertagi., Oesophagostomun radiatum. Controla las reinfestaciones hasta por 49 días. Haemonchus sp., Trichostrongylus sp., Cooperia sp., controla las reinfestaciones hasta por 42 días. Nematodirus sp., Strongyloides papillosus, Bunostomum phlebotomum, Toxocara vitulorum., Trichuris sp., controlas las reinfestaciones hasta por 56 días. PARASITO PULMONARES. (incluso formas inhibidas) Dictyocaulus viviparus. PIOJOS: ayuda en el control de: Linognathus sp, Haematopinus sp, Solenopotes sp. Y Bovicola sp. (Damalinia) sp. ÁCAROS DE LA SARNA: ayuda en el control de Psoroptes communis var. Bovis. Chorioptes sp y Sarcoptes scabiei var, bovis. NUCHE: ayuda en el control de larvas de Dermatobia hominis. Controla la reinfestación hasta por 140 días. GARRAPATAS: ayuda en el control de Rhipicephalus microplus. Controla la reinfestación por 25 días. * *Depende de factores como manejo de potreros, humedad, temperatura y raza de animales.","
Los animales tratados no deben sacrificarse para consumo humano hasta 140 días después de finalizado el tratamiento. No utilizar en vacas en lactancia cuya leche se destine al consumo humano, ni dentro de los 140 días anteriores al parto. No administrar en animales menores de 4 meses de edad. Administrar el producto siempre por vía subcutánea, nunca por vía intramuscular o intravenosa. Uso veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Almacenar a no menos de 15°C. no más de 30°C. en promedio.",COASPHARMA S.A.S.,Colombia.,No aplica.,"Frascos en PEAD por 50, 250, 500 o 100 mL.",Bovinos.,"Carne: 140 días
Leche: No utilizar en vacas en lactancia cuya leche se destine al consumo humano.",Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9365-MV,VICAR FARMACEUTICA S.A.,VIGENTE,FERREX B12 20,"Cada mL. de solución contiene:

Hierro elemental (como hidróxido de hierro en combinación con dextran 383 mg)
Cianocobalamina (Vitamina B12)","200 mg.

0,2 mg.","
En lechones recién nacidos y terneros en prevención y tratamiento de anemia ferropénica.","
Manténgase fuera del alcance de los niños. Uso veterinario. Consérvese en un lugar fresco y seco, alejado de la luz solar, a una temperatura inferior a 30 0C. No usar conjuntamente con otros suplementos orales a base de hierro. No administrar en lechones si se sospecha de una deficiencia de Vitamina E o de Selenio.",VICAR FARMACEUTICA S.A.,Colombia.,No aplica.,"
Frascos en vidrio ámbar tipo I por 10, 20 o 25 mililitros.
Frascos en vidrio ámbar tipo III por 50, 100, 250 o 500 mL.",Bovinos y porcinos.,No informa,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9366-MV,"FARMACEUTICA INTERNACIONAL DE GARANTIA ANIMAL S.A. ""FIGA S.A.""",VIGENTE,GLUCONATO DE CLORHEXIDINA CHAMPU,"Cada 100 mL. de solucion contienen:
Gluconato de clorhixidina (como solucion al 20%)","0,5 g.",En perros y gatos como champu antiseptico,Uso veterinario. Manténgase fuera del alcance de los niños. Consérvese en un lugar fresco y protegido de la luz solar,Laboratorios DECNO S.A.S.,Colombia.,No aplica.,Frascos en PEAD por 240 y 500 mL.,Caninos y Felinos,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9374-MV,VALLECILLA B Y VALLECILLA M y CIA S.C.A. CARVAL DE COLOMBIA,VIGENTE,DIFLAKILL,"Cada 100 g de polvo para uso oral contienen:

Diflubenzuron (1-(4-Clorofenil)-3-(2,6-difluorobenzoil) urea)","
3,0 g","En bovinos (de carne y leche), vacas gestantes, porcinos mayores de 40 kg. y cerdas (lactantes y vacias) para el control y prevención del desarrollo de larvas de la mosca de los cuernos (Haematobia irritans), mosca común (Musca domestica) y mosca de los establos (Stomoxys calcitrans). En bovinos como coadyuvante en el control de fases larvarias de la garrapata (Rhipicephalus microplus).",Categoría toxicológica IV: ligeramente tóxico. Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No requiere tiempo de retiro en bovinos de carne y/o leche. Los cerdos tratados no deben sacrificarse para consumo humano hasta siete (7) días después de finalizado el tratamiento. No usar el producto en cerdos jóvenes de menos de 40 kg. ni en cerdas gestantes. Consérvese por debajo de 30°C en lugar seco y protegido de la luz. ,INSEC AGROPECUARIA LTDA,Colombia.,No aplica.,"Envases de PEAD por 500 g, 1 o 5 kg.
Bolsa en polietileno/saco de papel kraft por 5, 10 o 25 kg.",Bovinos y Porcinos.,"Carne: Porcinos 7 días_x000D_
Bovinos:  No requiere_x000D_
Leche: No requiere",Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9382-MV,LABORATORIOS PROVET S.A.S.,VIGENTE,BRILLO DENTAL,"Cada 100 g de gel contienen:

Sorbitol 70 %, silica, glicerina, tetrapotasio pirofosfato, lauril éter sulfato de sodio al 30%, goma xantana, extracto de caléndula, carbopol  974 NF, sacarina sódica, sabor a fresa, agua purificada. ",,En perros y gatos para mantener la higiene y salud oral.,"Uso veterinario. Manténgase fuera del alcance de los niños y de los animales. Manténgase en lugar freso y seco, protegido de la luz. Conservar a temperatura entre 15°C a 30°C.",LABORATORIOS PROVET S.A.S.,Colombia.,No aplica.,Envase colapsible de polietileno de baja densidad PEBD por 60 g.,Caninos y Felinos.,No aplica.,Antiprotozoos,VIGENTE,COLOMBIA (Fabricado Nacional)
9383-MV,HIMALAYA WELLNESS COMPANY,VIGENTE,LIV - 52 VET LIQUID,"


Cada mL de solución contiene:

Extracto de Capparis spinosa      
Extracto de Cichorium intybus     
Extracto de Solanum nigrum       
Extracto de Terminalia arjuna      
Extracto de Cassia occidentalis    
Extracto de Tamarix gallica          
Extracto de Achillea millefolium   
(Procesado en Eclypta alba, Phyllantus amarus, 
Boerhaavia diffusa, Berberis aristata, Raphanus 
sativus, Plumbago zeylanica,Emblica officinalis, 
Fumaria  officinalis, Embelia ribes, Terminalia
 chebula  y Tinospora cordifolia).
","6,8 mg
6,8 mg
3,2 mg
3,2 mg
1,6 mg
1,6 mg
1,6 mg
",En perros y gatos como medicamento natural ayurvédico. ,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Almacenar a una temperatura inferior a 30 °C y protegido de la luz solar directa. No refrigerar.,HIMALAYA WELLNESS COMPANY,India.,INVET S.A.S.,Caja plegadiza que contiene frasco en vidrio ámbar tipo III con tapa rosca en aluminio y copa dosificadora transparente en PP por 110 mL.,Caninos y Felinos.,No aplica.,Antisépticos,VIGENTE,EXTRANJERO (Importado)
9398-BV,INTERVET INTERNACIONAL B.V.,VIGENTE,NOBILIS ND C2,"
Cada dosis de vacuna liofilizada contiene:

Virus de la enfermedad de Newcastle, cepa C2
",≥5.7 log ₁₀ DIE₅₀,"
Para la inmunización activa de pollos a fin de reducir los signos clínicos y la mortalidad causada por el virus de la enfermedad de Newcastle.",Uso veterinario. Manténgase fuera del alcance de los niños.  Conservar entre 2° y 8° C. ,No informa.,Holanda.,MERCK SHARP & DOHME SALUD ANIMAL COLOMBIA S.A.S.,"
Viales de vidrio clase hidrolítica tipo II con 500, 1.000, 2.500, 5.000 10.000 y 25.000 dosis. Recipientes dosificadores en papel de aluminio laminado, con tapa de contacto de polipropileno con esferas por 500, 1.000, 2.500, 5.000 10.000 y 25.000 dosis.",Aves,No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9405-MV,"FARMACÉUTICA INTERNACIONAL DE GARANTÍA ANIMAL S.A. ""FIGA S.A.""",VIGENTE,BLOQPETS CHAMPU UV,"Cada 100 mL de champú contienen:

Water, sodium laureth sulfate, cocamidopropyl betaine, cocamide DEA, glycerin, sodium chloride, Acrylates copolymer, sodium hydroxide, coconut oil, benzophenone-3, citric acid, methylparaben sodium, Eucalyptus citriodora leaf oil, disodium EDTA, propylparaben sodium, FD and C blue N°1 powder.",,"En perros y gatos para el cuidado de la piel, pelaje y protección a la exposición de los rayos UV de la mascota.","Uso Veterinario. Almacenar en lugar fresco, seco a temperatura no mayor a 30°C. Manténgase fuera del alcance de los niños. Suspender su uso en caso de presentarse irritación o inflmación de la piel. Evitar el contacto con ojos y mucosas. Uso tópico.",Qoppa Pharma S.A.S.,Colombia.,No aplica.,"Envase en PEAD por 240, 500 y 1.000 mL.",Caninos y Felinos,No aplica.,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
9407-MV,LABORATORIOS ERMA S.A.,VIGENTE,EQUIET,"Cada mL de solución inyectable contiene:

Xilacina Clorhidrato (equivalente a Xilacina Base 100 mg)","

116,5 mg","En equinos, como sedante con propiedades de analgesia y relajación muscular.","Uso veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Venta bajo fórmula del Médico Veterinario. No usar en equinos destinados al consumo humano. El uso de este medicamento debe ser dado bajo la orden  de un Médico Veterinario. Leer la información consignada en el inserto del producto antes de usarlo. Almacenar a temperatura no mayor a 30°C, protegido de la luz.",LABORATORIOS ERMA S.A.,Colombia.,No aplica.,Frasco en vidrio ámbar tipo III con tapón de bromobutilo gris y agrafe de aluminio flip cap en PP verde por 50 mL.,Equinos.,No utilizar en equinos destinados al consumo humano.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9411-MV,LABORATORIOS WEIZUR ARGENTINA S.A.,VIGENTE,DISPROZUR,"
Cada dispositivo de 30 gramos contiene:

Progesterona","

1 g.","
En bovinos para la inducción y sincronización de celos como parte de programas de inseminación artificial a tiempo fijo (IATF). Coadyuvante en el tratamiento de disfunciones reproductivas (ovarios quísticos, celo silencioso y anestro posparto).","
No utilizar en animales con alteraciones anatómicas vaginales. Manténgase fuera del alcance de los niños. Uso veterinario. Venta bajo fórmula del médico veterinario. Almacenar a temperatura inferior a 30 °C al abrigo de la luz solar directa.",LABORATORIOS WEIZUR  ARGENTINA S.A.,Argentina.,WEIZUR COLOMBIA S.A.S.,Dispositivo (soporte rígido en polietileno) siliconado de 30 gramos.,Bovinos,No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9418-MV,COSMOTEC ESPECIALIDADES QUIMICAS LTDA,VIGENTE,HYDRA SHAMPOO NEUTRALIZADOR  DE ODORES,"
Cada 100 mL de la composición garantizada contienen:

Agente neutralizador de olor
Poliquatérnio-39
","


0.04 ml
0.17 ml
","

Champú indicado para la limpieza del pelaje en perros y gatos.","

Manténgase fuera del alcance de los niños. Uso veterinario. Consérvese en lugar fresco.",COSMOTEC ESPECIALIDADES QUIMICAS LTDA,Brasil.,GABRICA S.A.S,"

Frascos en polietileno de alta densidad (PEAD) de 300 mL/ 10 Oz y 5 litros/ 1.32 Gal",Caninos y Felinos.,No aplica.,Kit,VIGENTE,EXTRANJERO (Importado)
9422-MV,HEEL COLOMBIA LTDA,VIGENTE,GALIUM HEEL Ad Us.Vet. GOTAS ORALES EN SOLUCIÓN,"

Cada 100 gramos de solución contienen:

Acidum nitricum D6 
Apis mellifica D12 
Aurum metallicum D10
Betula pendula D4  
Caltha palustris D4
Clematis recta D4
Echinacea D5 
Galium aparine D4
Galium mollugo D4 
Hedera helix D4
 Juniperus communis D4
Ononis spinosa D4 
 Phosphorus D8
Sedum acre D4
 Sempervivum tectorum ssp. tectorum D4
 Thuja occidentalis D4
 Urtica urens D4
Argentum metallicum D8
Calcium fluoratum D8 
","


5,0 g.
5,0 g.
5,0 g.
5,0 g
5,0 g
5,0 g
5,0 g
4,0 g
4,0 g
5,0 g
5,0 g
5,0 g
5,0 g
5,0 g
5,0 g
5,0 g
2,0 g
5,0 g
5,0 g
","En equinos, bovinos, porcinos, ovinos, caprinos, perros y gatos, como medicamento homeopático. Indicaciones y posología según criterio del médico veterinario.","

Uso veterinario. Manténgase fuera del alcance de los niños. Venta bajo fórmula del Médico Veterinario. Tiempo de retiro: Cero (0) dias.  Almacenar a una temperatura no mayor a 30 °C. Consérvese protegido del calor, luz y humedad. Manténgase alejado de aparatos eléctricos o que emitan ondas electromagnéticas.",BIOLOGISCHE HEILMITTEL HEEL GmbH,Alemania.,HEEL COLOMBIA LTDA.,"Caja plegadiza que contiene frasco de vidrio marrón hidrolítico tipo III, con gotero vertical en polietileno y tapón de rosca en polipropileno por 30 o 100 mL.","Bovinos, Caninos, Caprinos, Equinos, Felinos, Ovinos, Porcinos. ",No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9425-BV,VetAll Laboratories,VIGENTE,SensPERT FIV Ab Test Kit,"
Cada Kit de prueba para la detección de Ag  FIV contiene:

1.	Set de prueba
2.	Disolvente
3.	Cuenta gotas desechables para recolección de muestras.
4.	Inserto (Instrucciones de uso)
","


10 unidades
1 frasco por 2 ml
10 unidades
1
","
El kit de prueba SensPERT Kit  FIV Ab, se utiliza para la detección de anticuerpos del virus de la inmunodeficiencia felina en sangre entera, suero o plasma felino.","

Uso veterinario. Almacenar entre 2 y 7° C. Manténgase fuera del alcance de los niños. Temperatura de almacenamiento 2° a 30°C. Producto derivado de organismo modificado genéticamente.",No informa.,Colombia., ,"Membrana de nitrocelulosa recubierta con FIV Ab, en tarjeta plástica, plegadiza de cartón por 10 pruebas.",Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9427-MV,LABORATORIOS WEIZUR ARGENTINA S.A.,VIGENTE,BUTROFINA,"Cada mililitro de solución inyectable contiene:

Buserelina acetato (equivalente a 0,004116 mg. de Buserelina base)","

0,004244 mg.","En vacas para el tratamiento de trastornos de la fertilidad de origen ovárico, específicamente: quistes foliculares, aciclia, anestro, ovulación retardada y atresia folicular. Indicado en el incremento del índice de concepción en la inseminación artificial y en la sincronización del celo. En yeguas en el tratamiento de trastornos quísticos de los ovarios acompañados o no de celo prolongado o permanente: aciclia, celo prolongado o permanente. Indicado en la inducción de la ovulación, para fijar tiempo de ovulación y monta y mejorar el índice de concepción.",Manténgase fuera del alcance de los niños. Uso veterinario. Venta bajo fórmula del médico veterinario. Almacenar a temperatura inferior a 30°C al abrigo de la luz solar directa.,LABORATORIOS WEIZUR ARGENTINA S.A.,Argentina.,WEIZUR COLOMBIA S.A.S.,Frasco en vidrio traslúcido tipo II por 50 mililitros.,Bovinos y Equinos.,No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9429-MV,DINKY PET S.A.S.,VIGENTE,BAÑO SECO EN ESPUMA PARA GATOS CACHORRO,"Cada 100 mL de solución contienen:

Alcohol desodorizado
Lauril sarcosinato de sodio
Glicerina
Cremophor RH 40
Lamesoft PO 65
Extracto de bambú
Extracto de algodón
Extracto de avena
EDTA disódico
Euxyl K 100
Fragancia
Agua potable c.s.p.
","    
    10 g.
   1,3 g.
      2 g.
   0,8 g.
   1,4 g.
   0,1 g.
   0,1 g.
   0,1 g.
   0,1 g.
0, 21 g.
      7 g.
100 mL
",Cosmético para la limpieza del pelaje en gatos.,"Aplicar sobre el pelo de la mascota y evitar caiga en los ojos y dentro de las orejas. Mantener fuera del alcance de los niños y animales domésticos. Consérvese en un lugar fresco, protegido de la luz y a temperatura menor de 30°C. No toxico, en caso de ingestión, consulte al Médico Veterinario. Si presenta alguna reacción desfavorable, suspenda su uso. No aplica.r sobre la piel lastimada o lesionada. Uso Veterinario.",PROQUIVET S.A.S.,Colombia.,No aplica.,"Envase cristal en PET con válvula spray en polipropileno/PEBD/PEAD, por 5, 10, 15, 30, 40, 60, 80, 100, 150, 200, 250, 500, 1.000, 2.000 o 4.000 mL.

",Felinos,No aplica.,Hormonas,VIGENTE,COLOMBIA (Fabricado Nacional)
9432-MV,DINKY PET S.A.S.,VIGENTE,SHAMPOO PARA GATOS,"Cada mL. contiene:

Agua purificada
Texapon N70
Ajidew 50
Dehyton K
Comperland KD
Glucamate DOE 120
Fragancia verbena
Cremophor RH40
Euxyl K100
EDTA disódico
Cibafast H líquido
Extracto de coco
Vitamina E
Ácido cítrico
","78,588 g.
      9,0 g.
      3,5 g.
      3,0 g.
      2,5 g.
      1,0 g.
      1,0 g.
      0,8 g.
    0,21 g.
    0,15 g.
      0,1 g.
      0,1 g.
    0,05 g.
  0,002 g.
",Shampoo cosmético para la pimpieza de gatos.,"Aplicar sobre el pelo de la mascota y evitar que caiga en los ojos y dentro de las orejas. Manténgase fuera del alcance de los niños y animales domesticos. Consérvese en un lugar fresco, protegido de la luz y temperatura menor de 30 grados. Aplicar el producto con la indumentaria apropiada. No toxico. en caso de ingestión. consulte al Médico veterinario. Si presenta alguna reacción desfavorable, suspenda su uso. No aplica.r sobre la piel lastimada o lesionada. Uso Veterinario.",PROQUIVET S.A.S.,Colombia.,No aplica.,"Envase en PVC con tapa rosca flip flop 	 en polipropileno, por 10, 15, 30, 40, 60, 80, 100, 150, 200, 250, 500, 1.000, 2.000, 4.000, 5.000 o 10.000 mL.",Felinos,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9434-MV,DINKY PET S.A.S.,VIGENTE,SPRAY PARA PEINAR PERROS Y GATOS,"
Cada 100 mL. contienen:

Propilenglicol
Glicerina 
Fluxyl K-100
Croteín HKP
Salcare super 7
Keravis 
Vitamina E
Cremophor RH-40
EDTA sódico
Fragancia 
Agua purificada  c.s.p.","



       7 g.
    2.5 g.
  0.21 g.
    0.5 g.
    0.5 g.
    0.2 g.
0.005 g.
    0.8 g.
  0.15 g.
       1 g.
100 mL.","

Cosmético indicado para desenredar y darle brillo y elasticidad al pelo de la mascota.","

Uso veterinario. Si presenta alguna reacción desfavorable suspenda su uso. No aplica.r sobre la piel lastimada o lesionada. Almacenar en lugar fresco, seco a temperatura menor de 30°C. Manténgase fuera del alcance de los niños y animales domésticos. ",PROQUIVET S.A.S.,Colombia.,No aplica.,"

Envase en PET con válvula de polipropileno por 10, 15, 30, 40, 60, 80, 150, 200, 250, 500, 1.000, 2.000 o 4.000 mL.
Envase en PEAD con válvula de polipropileno por 10, 15, 30, 40, 60, 80, 150, 200, 250, 500, 1.000, 2.000 o 4000 mL.
",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9435-MV,AGV SALUD ANIMAL - AGROINSUVET S.A.,VIGENTE,TOPICOX,"Cada 1 mL de solución tópica contiene:_x000D_
_x000D_
Oxitetraciclina hidrocloruro (equivalente a 29,7 mg oxitetraciclina base)","_x000D_
_x000D_
32,1 mg","En Bovinos, Ovinos y Porcinos para uso tópico en el tratamiento de heridas quirúrgicas y superficiales infectadas por Streptococcus sp. En Bovinos y Ovinos como coadyuvante en el tratamiento de la pododermatitis causada por Fusobacterium sp. y Dichelobacter (Bacteroides) sp.",Manténgase fuera del alcance de los niños. Uso Veterinario. Venta bajo fórmula del Médico Veterinario.,Norbrook Laboratories Limited Northem Ireland,Irlanda.,AGV. Salud Animal -  Agroinsuvet S. A.,Envase de hojalata/ Aluminio/Polietileno laminado por 140 g.,"Bovinos, Ovinos y Porcinos.",No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9436-MV,LABORATORIOS WEIZUR ARGENTINA S.A.,VIGENTE,BENZATRIOL,"Cada 100 mililitros de solución inyectable contienen:

Benzoato de estradiol","

100 mg.","

Indicado en vacas, ovejas, cerdas y yeguas para el tratamiento de anestro. Adyuvante en la inducción del celo en programas de sincronización del estro. Puede usarse en casos no complicados de retención de placenta y endometritis siempre que se instaure la terapia antimicrobiana adecuada","

Venta bajo formula del médico veterinario. Los bovinos tratados no deben sacrificarse para consumo humano hasta 30 días después de finalizado el tratamiento. No administrar en equinos destinados al consumo humano. Uso veterinario. No utilizar en vacas cuya leche se destine para consumo humano. Mantener a temperatura inferior a 30°C, en un lugar fresco y seco al abrigo de la luz y la humedad. Contraindicado en insuficiencia cardiaca congestiva, neoplasia mamaria y uterina",LABORATORIOS WEIZUR  ARGENTINA S.A.,Argentina.,WEIZUR COLOMBIA S.A.S.,Frascos en vidrio ámbar tipo II por 50 y 100 mililitros.,"Bovinos, ovinos, porcinos y equinos.",,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9439-MV,PET SPA PRODUCTS S.A.S.,VIGENTE,CLOREXY - PET ORAL,"Cada 100 mL de solución contienen:

Chlorhexidine digluconate, xylitol, PEG-40 hydrogenated castor oil, poloxamer 407, citric acid, sodium citrate, sodium saccharin, menthol, eucalyptol, alcohol, aqua.",,Solución oral para la higiene bucal y control de la placa bacteriana en perros y gatos.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No usar en casos de hipersensibilidad conocida a alguno de sus componentes. Manténgase a una temperatura inferior a 30°C y protegido de la luz.,QOPPA PHARMA S.A.S.,Colombia.,No aplica.,"Frasco en PET con tapa válvula spray en polipropileno por 120 mL.
Caja plegadiza que contiene 6 frascos en PET con tapa válvula spray en polipropileno por 120 mL.",Caninos y Felinos.,No aplica.,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
9441-MV,MEGAVET S.A.S.,VIGENTE,MEGAPET SPA SHAMPOO ANTISEPTICO,"Cada 100 mL. de solución contienen:

Clorhexidina digluconato","
500,0 mg.","Champú indicado para la limpieza del pelaje en perros, gatos y equinos",Manténgase fuera del alcance de los niños y los animales domésticos. Uso Veterinario. Consérvese en lugar fresco.,Laboratorios Decno S.A.S.,Colombia.,No aplica.,"Frascos en polietileno de alta densidad (PEAD) por 30, 60, 120, 240 o 500 mL
Garrafa en polietileno de alta densidad (PEAD) por 1, 2, 4, 10 o 20 L.","Caninos, Equinos y Felinos.",No aplica.,Kit,VIGENTE,COLOMBIA (Fabricado Nacional)
9442-MV,MEGAVET S.A.S.,VIGENTE,MEGAPET SPA SHAMPOO COSMETICO,"Cada 100 mL. de solución contienen:


Cloruro de sodio, glicerina, ácido cítrico, propil parabeno sódico, lauril eter sulfato de sodio, (texapón 70%), metil parabeno sodio, euperland PK 771, coperland KD, monoetalonamina, probetaina, fragancia baby power, fragancia uno y agua purificada c.s.p 
",100 mL.,"Champú indicado para la limpieza del pelaje en perros, gatos y equinos.",Manténgase fuera del alcance de los niños y los animales domésticos. Uso Veterinario. Consérvese en lugar fresco.,Laboratorios Decno S.A.S.,Colombia.,No aplica.,"Frasco en polietileno de alta densidad (PEAD) por 30, 60, 120, 240 o 500 mL. 
Garrafa en polietileno de alta densidad  (PEAD) por 1, 2 ,4, 10 o 20 L.","Caninos, Equinos y Felinos.",No aplica.,Kit,VIGENTE,COLOMBIA (Fabricado Nacional)
9443-MV,MEGAVET S.A.S.,VIGENTE,MEGAPET SPA COLONIA,"Cada 100 mL de solución contienen:

Alcohol desodorizado
Fijador galaxolide
Fragancia elegance esencial
Propilenglicol
Metilparabeno sódico y Agua purificada c.s.p.",".



100 mL", Colonia para perros y gatos,"_x000D_
Manténgase fuera del alcance de los niños y los animales domésticos. Uso Veterinario. Consérvese en lugar fresco._x000D_
",Laboratorios Decno S.A.S.,Colombia.,No aplica.,"Frasco plástico en polietileno tereftalato (PET) por 30, 60, 120 o 240 mL",Caninos y Felinos,No aplica.,Kit,VIGENTE,COLOMBIA (Fabricado Nacional)
9445-BV,LABORATORIOS HIPRA S.A.,VIGENTE,HIPRADOG 7,"Cada dosis de 1 ml de suspensión inyectable contiene:

Fracción liofilizada
Virus del moquillo canino, atenuado, cepa lederle
Parvovirus canino, cepa C-780916 atenuado

Adenovirus canino tipo 2 atenuado, cepa Manhattan
Virus parainfluenza canina atenuado, cepa Penn 103/70

Fracción Líquida
Leptospira interrogans Serovar icterohaemorrhagiae inactivada
Leptospira interrogans Serovar canícola inactivada","



≥ 10 ⁴ DICT50

≥ 10 ⁶ DICT50

≥ 10 ⁴ DICT50


≥ 10 ⁵ DICT₅₀



≥ 10 ⁹ microorganismos.
≥ 10 ⁹ microorganismos.
","En perros para la prevención de Parvovirosis, Moquillo, Hepatitis, Laringotraqueitis, Traqueobronquitis y Leptospirosis.",Uso veterinario. Manténgase fuera del alcance de los niños. Conservar entre 2°C - 8°C. No congelar. Administrar la vacuna inmediatamente después de reconstituida.,LABORATORIOS HIPRA S.A.,España.,HIPRA COLOMBIA S.A.S.,"

Vial en vidrio tipo I para la fracción liofilizada y fracción líquida (1 dosis).
Plegadiza que contiene 10 viales en vidrio tipo I con la fracción liofilizada y 10 frascos tipo I con fracción líquida.
",Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
