Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
11538-MV,BIOSTAR PHARMACEUTICAL S.A.,VIGENTE,STARZEN INYECTABLE,"Cada mL de solución inyectable contiene:

Ricobendazol","

178,5 mg","En bovinos como antiparasitario interno de triple acción (adultos, larvas y huevos) contra nematodos gastrointestinales de los géneros Haemonchus spp., Ostertagia spp., Trichostrongylus spp., Cooperia spp., Oesophagostomum spp., Bunostomum phlebotomum, Nematodirus spp. Trematodos: Fasciola hepatica (adultos) y pulmonares del género Dictyocaulus spp.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano, hasta veintiocho (28) días después de finalizado el tratamiento. La leche producida durante el tratamiento y setenta y dos (72) horas después de finalizado el mismo, no debe darse al consumo humano. No se recomienda para el tratamiento de fasciolosis aguda causada por formas inmaduras, al no tener eficacia sobre estas formas. No usar en casos conocidos de hipersensibilidad al principio activo o excipientes. No administrar si se ha detectado resistencia de los parásitos al principio activo, al albendazol o a otros benzimidazoles. No administrar en hembras durante los primeros tres (3) meses del período de gestación. Durante las otras fases de gestación, utilícese únicamente de acuerdo a la evaluación riesgo/beneficio efectuado por el profesional responsable. Almacenar a temperatura inferior a 30°C en su envase y empaque original, protegido de la luz.",LABORATORIOS DECNO S.A.S.,Colombia.,No aplica.,"Empaque portainyectable rojo en PEAD con tapa blanca en PP que contiene un frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo gris y agrafe plateado de aluminio por 50, 100, 250 o 500 mL.",Bovinos.,"Carne: 28 días.
Leche: 72 horas.",Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11542-CV,LABORATORIO IBASA LTDA.,VIGENTE,MASCARILLA MULTIPROTEÍNAS,"Cada 100 mL de la emulsión contienen:

Aqua, cetearyl alcohol, cetrimonium chloride, glycerin, hydrolyzed wheat protein, paraffinum liquidum, panthenol, fragrance (esencia floral verde), amodimethicone (and) trideceth-12 (and) cetrimonium chloride, methylparaben, propylparaben, disodium EDTA, BHT.", ,En perros y gatos para la revitalización de pelos resecos.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Almacenar el producto a una temperatura inferior de 30ºC. ,LABORATORIO IBASA LTDA.,Brasil.,IMPROV S.A.S,Frasco en PET negro con válvula Pump lotion en PEAD negra y tubo en PEBD transparente por 300 mL.,Caninos y Felinos.,No aplica. ,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11544-BV,FILAVIE,VIGENTE,CEVAC IBH-8K,"Cada dosis de 0,5 mL de suspensión inyectable contiene:

Adenovirus aviar inactivado, cepa FAdV-8b

*Titulación dada en cultivo de tejido dosis infectiva 50% medido en la cosecha de antígeno","
Mín. 5 log10 TCID₅₀*",Para la inmunización activa de gallinas (reproductoras y ponedoras) contra el virus de la hepatitis por cuerpos de inclusión causada por el serotipo FAdV-8b.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Vacunar únicamente aves sanas. La vacuna normalmente no está destinada a su uso en aves durante la postura y en las dos (2) semanas anteriores al inicio del período de postura. No hay información disponible sobre la seguridad y eficacia de esta vacuna cuando se usa con cualquier otro producto veterinario. Si accidentalmente es inyectado con este producto, busque prontamente atención médica, incluso si es inyectada una mínima cantidad y lleve el inserto con usted. Una vez abierto el envase utilizar inmediatamente. Conservar entre 2°C y 8°C.",FILAVIE.,Francia.,CEVA SALUD ANIMAL S.A.S.,Frasco plástico en polipropileno (PP) o polietileno de baja densidad (LDPE) con tapón en goma siliconada y retapa en aluminio por 500 mL (1.000 dosis).,Aves.,Cero (0) días.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11549-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA. ,VIGENTE,CHAMPÚ DE MANZANILLA,"
Cada 100 mL de solución tópica contienen:

Aqua, sodium laureth sulfate (and) cocamide DEA (and) lauryl glucoside (and) disodium cocoamphodiacetate (and) cocamidopropyl betaine, cocamidopropyl betaine, cocamide DEA, glycol distearate, PEG-7 glyceryl cocoate, chamomilla recutita extract, parfum (manzanilla), laureth-2, citric acid, DMDM hydantoin (and) methylchloroisothiazolinone (and) methylisothiazolinone, Cl 19140.",,"Champú para perros mayores a 4 meses diseñado con una fórmula enriquecida con extracto de manzanilla que proporciona limpieza, suavidad y brillo en el pelaje de la mascota.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto directo con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario consulte al Médico Veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel grave. Conservar a temperatura inferior a 30°C protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en tereftalato de polietileno (PET) con tapa flip top  en polipropileno (PP) por 30, 200, 250, 270, 280, 285, 290, 295, 300, 305, 310, 315, 320, 325, 330, 335, 340, 345, 350, 360, 390, 395, 400, 405, 410, 420, 450, 500, 600, 700 o 750 mL.
Envase en tereftalato de polietileno (PET) con tapa flip top en polipropileno (PP) por 1 L.
Envase en polietileno de alta densidad (PEAD) con tapa rosca en polipropileno (PP) por 3,78 o 18,9 L. ",Caninos.,No aplica.,Hormonas,VIGENTE,EXTRANJERO (Importado)
11551-CV,LABORATORIO IBASA LTDA,VIGENTE,TRATAMIENTO 10 ,"Cada 100 mL de la emulsión contienen:

Aqua, cetrimonium chloride, polyquaternium-7, glycerin, amodimethicone (and) trideceth-12 (and) cetrimonium chloride, PEG-12 dimethicone, cetearyl alcohol, cetyl alcohol, Diazolidinyl Urea (39,6%) and IPBC (0,4%), Composition Dilued in Propylene Glycol (60%), Dimethicone (and) Laureth-4 (and) Laureth-23, fragrance , BHT, elaeis oleífera kernel oil, cocos nucifera oil (and) gardênia tahitensis flower extract (and) tocopherol.",,En perros y gatos para la hidratación y el acondicionamiento del pelaje.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Almacenar el producto a una temperatura inferior de 30ºC. ,LABORATORIO IBASA LTDA.,Brasil.,IMPROV S.A.S.,"Frasco cilindro en PET negro con valvula pump lotion negro, cierre en PP y tubo PEBD por 230 g. ",Caninos y Felinos.,No aplica.,Antihelmínticos,VIGENTE,EXTRANJERO (Importado)
11557-MV,COASPHARMA S.A.S.,VIGENTE,SELAMECTINA 12%,"Cada mL de solución tópica contiene:

Selamectina","

120 mg","Indicado en perros a partir de seis (6) semanas de edad para: Prevención y tratamiento de las infestaciones por pulgas: Ctenocephalides spp. (pulgas adultas, previene la incubación de huevos durante tres semanas), control de las microfilarias del parásito Dirofilaria immitis (no es efectivo en el tratamiento de los parásitos adultos), tratamiento de la infestación por ácaro del oído Otodectes cynotis. Tratamiento de la sarna sarcóptica causada por Sarcoptes scabiei, control y tratamiento de las infestaciones por garrapatas: Dermacentor variabilis y piojos: Trichodectes canis y tratamiento del nematodo gastrointestinal Toxocara canis (adultos).","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No usar en perros de menos de 6 semanas de edad. No usar en gatos. No administrar en animales sensibles a la selamectina o a alguno de los excipientes. La ingestión accidental del producto y sobredosis pueden ocasionar la muerte. No aplique con el pelaje húmedo. No permita que los animales ingresen a cuerpos de agua hasta que hayan transcurrido por lo menos cuarenta y ocho (48) horas desde la administración del tratamiento. Para el tratamiento del ácaro del oído no debe aplicarse el producto dentro del canal auricular. El producto puede ser utilizado en perras reproductoras, durante la gestación y la lactancia. No masajee el producto en la piel. Debido al contenido de alcohol, no aplique sobre heridas abiertas. En algunos animales, se puede observar pelo tieso, pegado, descolorido o un ligero residuo en forma de polvo en el lugar de la aplicación. Estos efectos suelen ser transitorios y no afectan a la seguridad o eficacia del producto. Otros efectos adversos reportados son: alopecia en el lugar de la aplicación, prurito, urticaria, eritema, ataxia, fiebre; en raras ocasiones se pueden presentar vómitos, heces sueltas o diarrea con o sin sangre, anorexia, letargo, salivación, taquipnea y temblores musculares. En muy raras ocasiones, como con otras lactonas macrocíclicas, pueden observarse signos neurológicos reversibles, incluyendo convulsiones, tras el uso del medicamento veterinario en perros. Almacenar a temperatura inferior a 30° C.",BIO ESTÉRIL S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene 6 o 12 empaques individuales en cartulina/PVC, cada uno con una pipeta en PEBD color natural y cierre termoformado por 0,25 mL, 0,5 mL, 1,0 mL o 2,0 mL.",Caninos.,No aplica,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11562-MV,AGROZ S.A.,VIGENTE,DOGPROTECT,"Cada mL de solución contiene:

Imidacloprid
Permetrina","

100 mg
500 mg","Para el tratamiento y la prevención de infestación por pulgas (Ctenocephalides canis y Ctenocephalides felis), garrapatas (Rhipicephalus sanguineus y Dermacentor reticulatus). Repelente del flebótomo (Lutzomyia longipalpis) y contra el mosquito (Aedes aegypti).","CATEGORÍA TOXICOLÓGICA III: Medianamente toxico. Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No usar en gatos. No usar en caso de hipersensibilidad al imidacloprid o la permetrina o a algún excipiente. No utilizar en perros de menos de 7 semanas de edad. No se debe administrar en hembras gestantes por sus efectos tóxicos en el feto, ni en lactantes, ni reproductores. Las mujeres en edad fértil, las mujeres embarazadas o las mujeres que sospechen que están embarazadas, no deben manipular el producto. Es tóxico para los peces y otros animales acuáticos. Almacenar a una temperatura inferior a 30°C protegido de la luz. ",AGROZ S.A.,Colombia.,No aplica.,"Pipeta en PEBD con tapa blanca en PEAD por 0,4, 1, 2,5 o 4 mL.",Caninos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11564-CV,AZUL K S.A.S.,VIGENTE,SHAMPOO 2 EN 1 KIROLAK,"Cada 100 mL de solución tópica contienen:

Aqua, sodium lauryl sulfate, cocamidopropyl betaine, polyquaternium-7, cocamide DEA, cottonseed oil glycereth-8 esters (and) water, glycerin, phenoxyethanol (and) ethylhexylglycerin, panthenol, parfum, hydrolyzed keratin, PEG-150 pentaerythrityl tetrastearate (and) PEG-6 caprylic/capric glycerides (and) aqua, disodium EDTA, citric acid.",,"
Shampoo para perros y gatos, a partir de los dos (2) meses de edad.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No deje que el producto entre en contacto con los ojos y membranas mucosas de la mascota. En contacto accidental con los ojos, lávelos con abundante agua. En caso de ingestión accidental, consulte inmediatamente a su Médico Veterinario y porte esta etiqueta del producto. Si observa alguna reacción desfavorable suspenda inmediatamente su uso. En todos los casos consulte inmediatamente a su Médico Veterinario. Conservar a una temperatura inferior a 30°C, protegido de la luz. ",QOPPA PHARMA S.A.S.,Colombia.,No aplica.,"
Frasco en PEAD blanco con tapa disc top en PP y foil de aluminio por 250 mL.",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11565-MV,OVER ORGANIZACIÓN VETERINARIA REGIONAL S.R.L.,VIGENTE,OVER B COMPLEX,"Cada 100 mL de solución inyectable contienen:

Vitamina B1 (equivalente a 11,22 g de clorhidrato de tiamina)
Vitamina B2 (Riboflavina)
Vitamina B6 (equivalente a 6,08 g de clorhidrato de piridoxina)
Vitamina B12 (Cianocobalamina)
Nicotinamida
Pantotenato de calcio","
10 g
0,5 g
5 g
75 μg
5,5 g
1,75 g","En bovinos, equinos, gatos, perros y porcinos para el tratamiento de las deficiencias de las vitaminas presentes en la composición. Coadyuvante en el tratamiento de anemias de origen parasitario o hemorrágico.",Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Mantener condiciones de asepsia durante la administración del producto. No administrar por vía endovenosa. No usar en casos de hipersensibilidad a las sustancias activas o algún excipiente. No administrar a equinos sensibles a las vitaminas del grupo B. Conservar a temperatura inferior a 30°C al abrigo de la luz solar directa.,OVER ORGANIZACIÓN VETERINARIA REGIONAL S.R.L.,Argentina.,BOGAL VET S.A.S.,"Caja pledazia que contiene frasco en vidrio ámbar tipo II con tapón en butilo y precinto en aluminio por 100, 250 o 500 mL.
Caja plegadiza que contiene doce (12) frascos en vidrio ámbar tipo II con tapón en butilo y precinto en aluminio por 10 mL cada frasco.","Bovinos, Caninos, Equinos, Felinos y Porcinos.",No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11569-CV,PET SPA PRODUCTS S.A.S.,VIGENTE,SHAMPOO PELO DORADO,"Cada 100 mL de solución tópica contienen:

Sodium laureth sulfate, cocamidopropyl betaine, cocamide DEA, polyquaternium-7, shea butter glycereth-8 esters, chamomilla recutita flower extract, honey, DMDM hydantoin (and) butylene glycol (and) iodopropynyl butylcarbamate (and) aqua,  parfum (fragancia miel, fragancia manzanilla), PEG-150 pentaerythrityl tetrastearate (and) PEG-6 caprylic/capric glycerides (and) water, CI 19140, CI 45430, CI 42090, citric acid, aqua.",,Shampoo para el lavado y limpieza del pelo de perros y gatos con pelaje de color dorado a partir de las ocho (8) semanas de edad.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto con los ojos, en caso de contacto accidental lave cuidadosamente con abundante agua. Proteja de la luz y el calor excesivo. Conservar a una temperatura inferior a 30ºC.",QOPPA PHARMA S.A.S.,Colombia.,No aplica.,Envase transparente en PET con tapa flip top en PP por 200 o 400 mL.,Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11571-CV,LABORATORIOS SERVINSUMOS S.A.,VIGENTE,GLAMY SPLASH MASCOTAS ,"
Cada 100 mL de solución tópica contienen:

Aqua, PEG-40 hydrogenated castor oil, parfum (fragancia glamy pet), propylene glycol, polysorbate 80, Hexamethylindanopyran, sodium hydroxide, phenoxyethanol, disodium phosphate, sodium phosphate.


  ",,"Splash unisex para perros y gatos a partir de las ocho (8) semanas de edad, que brinda un olor y aroma agradable en el pelaje.","Uso veterinario. Manténgase fuera del alcance de los niños y de los animales domésticos. En caso de aparecer alguna reacción alérgica por el uso en perros y gatos, suspender su uso y consultar a su Médico Veterinario. No usar zonas corporales donde la mascota presente heridas o lesiones, ni permitir que entre en contacto con ojos y membranas mucosas (oídos, nariz, boca y genitales). No aplicar el producto en animales con historia de hipersensibilidad a alguno de sus componentes. Almacenar a una temperatura inferior a 30°C, protegido de la luz, cerrado y en su envase original.",QOPPA PHARMA S.A.S.,Colombia.,No aplica.,Envase cilíndrico en PET negro con bomba spray KYL en PP/PEAD/PEBD por 60 o 150 mL.,Caninos y Felinos.,No aplica.,Sustitutos de la sangre y soluciones de perfusión,VIGENTE,COLOMBIA (Fabricado Nacional)
11572-CV,COSMOS CORPORATION,VIGENTE,TROPICLEAN CHAMPÚ SUAVE DE COCO PERRITOS Y GATICOS,"  Cada 100 mL de solución tópica contiene:

Aqua, sodium laureth sulfate (and) cocoglucoside (and) cocamidopropyl betaine, sodium chloride, avena sativa kernel flour, tetrasodium EDTA (and) DMDM hydantoin (and) iodopropynyl butylcarbamate, fragrance, tocopheryl acetate, aloe barbadensis leaf extract.",,Champú para perritos y gatitos de todas las razas mayores de doce (12) semanas.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No deje que el producto entre en contacto con los ojos y membranas mucosas de la mascota, en caso contrario, lavar con abundante agua. Si al usar el producto observa alguna reacción desfavorable, suspenda el uso y consulte al Médico Veterinario. Use con precaución en animales con heridas y/o lesiones en la piel. Mantenga a una temperatura inferior a 30°C. ",COSMOS CORPORATION.,Estados Unidos.,LABORATORIO JV URIBE M LTDA.,"Frasco plástico en PEAD con tapa  flip top en PET y linner en PE por 355 mL (12 onzas) o 592 mL (20 onzas).
Frasco plástico en PEAD con tapa rosca en PET por 1 gal (3,8 L) o 2,5 gal (9,5 L)",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
